"fund","weight in portfolio","portfolio value","reporting date","bond","weight","country","issuer","maturity","rating"
"Neuberger Berman High Income Bond Inv",6.02,2952816086,"31/12/2015","Range Res 5%",0.06,"USA","RANGE RESOURCES","15/3/2023","BB3"
"Neuberger Berman High Income Bond Inv",6.02,2952816086,"31/12/2015","Sandridge Engy 7.5%",0.06,"USA","SANDRIDGE ENERGY","15/2/2023","C"
"Neuberger Berman High Income Bond Inv",6.02,2952816086,"31/12/2015","Everest Acq Llc/Finance 6.375%",0.05,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"Neuberger Berman High Income Bond Inv",6.02,2952816086,"31/12/2015","Linn Engy 8.625%",0.05,"USA","LINN ENERGY LLC","15/4/2020","CC"
"Neuberger Berman High Income Bond Inv",6.02,2952816086,"31/12/2015","Suburban Propane Partners L P 5.75%",0.05,"USA","SUBURBAN PROPANE","1/3/2025","BB3"
"Neuberger Berman High Income Bond Inv",6.02,2952816086,"31/12/2015","Engy Transfer Equity L P 5.5%",0.04,"USA","ENERGY TRANS","1/6/2027","BB2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Pbf Hldg Co Llc / Pbf Fin 8.25%",0.73,"USA","PBF HOLDING CO","15/2/2020","BB2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Engy Transfer Equity L P 7.5%",0.7,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 6.375%",0.61,"USA","SUNOCO LP/FIN","1/4/2023","BB3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Martin Midstream Partners Lp / 7.25%",0.6,"USA","MRT MID PART/FIN","15/2/2021","B3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Targa Res Partners / Targa R 144A 6.625%",0.58,"USA","TARGA RES PRTNRS","1/10/2020","BB3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Western Refng Logistics 7.5%",0.58,"USA","WESTERN REFINING","15/2/2023","B3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Calumet Specialty Prods Partn 144A 7.75%",0.55,"USA","CALUMET SPECIAL","15/4/2023","B2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Pbf Logistics 6.875%",0.55,"USA","PBF LOGISTICS LP","15/5/2023","B2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Citgo Pete 144A 6.25%",0.54,"USA","CITGO PETROLEUM","15/8/2022","B1"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6%",0.53,"USA","GENESIS ENERGY","15/5/2023","B1"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Carrizo Oil & Gas 7.5%",0.48,"USA","CARRIZO OIL&GAS","15/9/2020","B2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Global Partners / Glp Fin 7%",0.48,"USA","GLOB PART/GLP FI","15/6/2023","B2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Newfield Expl 5.375%",0.48,"USA","NEWFIELD EXPLOR","1/1/2026","BB1"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Rose Rock Midstream Lp/ Rose R 5.625%",0.47,"USA","ROSE ROCK MID/FI","15/7/2022","B2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Sm Engy 5.625%",0.46,"USA","SM ENERGY CO","1/6/2025","B2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Antero Res 144A 5.625%",0.45,"USA","ANTERO RESOURCES","1/6/2023","BB3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Wpx Engy 6%",0.44,"USA","WPX ENERGY INC","15/1/2022","B1"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Sabine Pass Liquefaction 6.25%",0.39,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Williams Clayton Engy 7.75%",0.37,"USA","CLAYTON WILLIAMS","1/4/2019","CCC2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Citgo Hldg 144A 10.75%",0.35,"USA","CITGO HOLDING","15/2/2020","B3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.33,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Whiting Pete Corp New 6.25%",0.33,"USA","WHITING PETRO","1/4/2023","CCC1"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Hilcorp Engy I L P / Hilcorp 144A 5%",0.29,"USA","HILCORP ENERGY I","1/12/2024","BB2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Hilcorp Engy I L P / Hilcorp 144A 5.75%",0.15,"USA","HILCORP ENERGY I","1/10/2025","BB2"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Laredo Petro 6.25%",0.11,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"Northern High Yield Fixed Income",11.66,4814890872,"31/12/2015","Ultra Petro 144A 6.125%",0.11,"CAN","ULTRA PETROLEUM","1/10/2024","C"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Forum Engy Tech 6.25%",0.41,"USA","FORUM ENERGY TEC","1/10/2021","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.39,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Targa Res Partners / Targa Res 5.25%",0.31,"USA","TARGA RES PRTNRS","1/5/2023","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Tesoro Logistics Lp / 144A 6.25%",0.27,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Oasis Pete Inc New 6.875%",0.22,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Memorial Prodtn Partners 7.625%",0.18,"USA","MEM PROD PART LP","1/5/2021","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Antero Res 5.125%",0.17,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Targa Res Partners / Targa Res 4.125%",0.17,"USA","TARGA RES PRTNRS","15/11/2019","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rockies Express Pipe 144A 6.85%",0.16,"USA","ROCKIES EXPRESS","15/7/2018","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Concho Res 5.5%",0.15,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Baytex Engy 144A 5.625%",0.14,"CAN","BAYTEX ENERGY","1/6/2024","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Ferrellgas L P / Ferrellgas 6.75%",0.14,"USA","FERRELLGAS LP","15/1/2022","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Newfield Expl 5.75%",0.14,"USA","NEWFIELD EXPLOR","30/1/2022","BB1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Qep Res 5.25%",0.13,"USA","QEP RESOURCES","1/5/2023","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rex Engy Corporation 6.25%",0.12,"USA","REX ENERGY CORP","1/8/2022","C"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Meg Engy 144A 6.375%",0.11,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sabine Pass Liquefaction 6.25%",0.11,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rice Engy 6.25%",0.1,"USA","RICE ENERGY INC","1/5/2022","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sabine Pass Liquefaction 5.75%",0.1,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Amerigas Fin Corp / 7%",0.09,"USA","AMERIGAS FINANCE","20/5/2022","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Barrett Bill 7.625%",0.09,"USA","BILL BARRETT","1/10/2019","CCC3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Crestwood Midstream Prtnrs 144A 6.25%",0.09,"USA","CRESTWOOD MIDSTR","1/4/2023","B1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Legacy Reserves Lp/ Legacy Fin 6.625%",0.09,"USA","LEGACY RES/FIN C","1/12/2021","CCC3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Targa Res Partners / Targa Res 4.25%",0.09,"USA","TARGA RES PRTNRS","15/11/2023","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Engy Transfer Equity L P 7.5%",0.08,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Ngl Engy Partners 5.125%",0.08,"USA","NGL ENRGY PART/F","15/7/2019","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rsp Permian 6.625%",0.08,"USA","RSP Permian Inc","1/10/2022","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.08,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Whiting Pete Corp New 5%",0.08,"USA","WHITING PETRO","15/3/2019","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Wpx Engy 6%",0.08,"USA","WPX ENERGY INC","15/1/2022","B1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Breitburn Engy Partners 7.875%",0.07,"USA","BREITBURN ENERGY","15/4/2022","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","California Res 5.5%",0.07,"USA","CALIFORNIA RESOU","15/9/2021","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Chesapeake Engy 144A 8%",0.07,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Engy Transfer Equity L P 5.5%",0.07,"USA","ENERGY TRANS","1/6/2027","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rockies Express Pipe 144A 5.625%",0.07,"USA","ROCKIES EXPRESS","15/4/2020","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rose Rock Midstream Lp/ Rose R 5.625%",0.07,"USA","ROSE ROCK MID/FI","15/7/2022","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Tesoro Logistics Lp / 144A 5.5%",0.07,"USA","TES LOG LP/CORP","15/10/2019","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Whiting Pete Corp New 5.75%",0.07,"USA","WHITING PETRO","15/3/2021","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Antero Res 144A 5.625%",0.06,"USA","ANTERO RESOURCES","1/6/2023","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Engy Transfer Equity L P 5.875%",0.06,"USA","ENERGY TRANS","15/1/2024","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Ngl Engy Partners 6.875%",0.06,"USA","NGL ENRGY PART/F","15/10/2021","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Range Res 5%",0.06,"USA","RANGE RESOURCES","15/3/2023","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rockies Express Pipe 144A 6.875%",0.06,"USA","ROCKIES EXPRESS","15/4/2040","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Teine Engy 144A 6.875%",0.06,"CAN","TEINE ENERGY LTD","30/9/2022","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Chesapeake Engy 4.875%",0.05,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Dcp Midstream Operating Pl 2.5%",0.05,"USA","DCP MIDSTREAM OP","1/12/2017","BB1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Eclipse Res 144A 8.875%",0.05,"USA","ECLIPSE RESOURCE","15/7/2023","CCC3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Suburban Propane Partners L P 7.375%",0.05,"USA","SUBURBAN PROPANE","1/8/2021","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Targa Res Partners / Targa Res 6.375%",0.05,"USA","TARGA RES PRTNRS","1/8/2022","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Wpx Engy 5.25%",0.05,"USA","WPX ENERGY INC","15/9/2024","B1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Bonanza Creek Engy 6.75%",0.04,"USA","BONANZA CREEK EN","15/4/2021","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Everest Acq Llc/Finance 9.375%",0.04,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Gibson Engy 144A 6.75%",0.04,"CAN","GIBSON ENERGY","15/7/2021","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Halcon Res 9.75%",0.04,"USA","HALCON RESOURCES","15/7/2020","C"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sm Engy 6.125%",0.04,"USA","SM ENERGY CO","15/11/2022","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sanchez Engy 6.125%",0.04,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Western Refng Logistics 7.5%",0.04,"USA","WESTERN REFINING","15/2/2023","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Whiting Pete Corp New 6.25%",0.04,"USA","WHITING PETRO","1/4/2023","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Bonanza Creek Engy 5.75%",0.03,"USA","BONANZA CREEK EN","1/2/2023","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Concho Res 5.5%",0.03,"USA","CONCHO RES/MIDLA","1/10/2022","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Dcp Midstream 144A 4.75%",0.03,"USA","DCP MIDSTREAM","30/9/2021","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Dcp Midstream Operating Pl 5.6%",0.03,"USA","DCP MIDSTREAM OP","1/4/2044","BB1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Denbury Res Inc Del 4.625%",0.03,"USA","DENBURY RESOURCE","15/7/2023","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Duke Engy Field Svcs 8.125%",0.03,"USA","DUKE ENERGY FIEL","16/8/2030","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Everest Acq Llc/Finance 6.375%",0.03,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rex Engy Corporation 8.875%",0.03,"USA","REX ENERGY CORP","1/12/2020","C"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rockies Express Pipe 144A 7.5%",0.03,"USA","ROCKIES EXPRESS","15/7/2038","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Rockies Express Pipe 144A 6%",0.03,"USA","ROCKIES EXPRESS","15/1/2019","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sm Engy 5%",0.03,"USA","SM ENERGY CO","15/1/2024","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Baytex Engy 144A 5.125%",0.02,"CAN","BAYTEX ENERGY","1/6/2021","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Breitburn Engy Partners 8.625%",0.02,"USA","BREITBURN ENERGY","15/10/2020","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Dcp Midstream 144A 5.35%",0.02,"USA","DCP MIDSTREAM","15/3/2020","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Halcon Res 144A 8.625%",0.02,"USA","HALCON RESOURCES","1/2/2020","CCC1"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Linn Engy 7.75%",0.02,"USA","LINN ENERGY LLC","1/2/2021","CC"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Matador Res 6.875%",0.02,"USA","MATADOR RESOURC","15/4/2023","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Memorial Prodtn Partners 6.875%",0.02,"USA","MEM PROD PART LP","1/8/2022","CCC2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Pioneer Engy Svcs 6.125%",0.02,"USA","PIONEER ENERGY S","15/3/2022","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Range Res 144A 4.875%",0.02,"USA","RANGE RESOURCES","15/5/2025","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sandridge Engy 7.5%",0.02,"USA","SANDRIDGE ENERGY","15/2/2023","C"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Transocean 3.8%",0.02,"CYM","TRANSOCEAN INC","15/10/2022","BB2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Ultra Petro 144A 5.75%",0.02,"CAN","ULTRA PETROLEUM","15/12/2018","C"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Antero Res Fin 5.375%",0.01,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Linn Engy 8.625%",0.01,"USA","LINN ENERGY LLC","15/4/2020","CC"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Meg Engy 144A 7%",0.01,"CAN","MEG ENERGY CORP","31/3/2024","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Parker Drilling 6.75%",0.01,"USA","PARKER DRILLING","15/7/2022","B3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Qep Res 5.375%",0.01,"USA","QEP RESOURCES","1/10/2022","BB3"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sm Engy 5.625%",0.01,"USA","SM ENERGY CO","1/6/2025","B2"
"Northern Multi-Manager Hi Yld Opp",6.63,436285450,"31/12/2015","Sandridge Engy 8.125%",0.01,"USA","SANDRIDGE ENERGY","15/10/2022","C"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Martin Midstream Partners Lp / 7.25%",0.53,"USA","MRT MID PART/FIN","15/2/2021","B3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Ferrellgas L P / Ferrellgas 6.75%",0.49,"USA","FERRELLGAS LP","15/1/2022","B2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Calumet Specialty Prods Partne 7.625%",0.45,"USA","CALUMET SPECIAL","15/1/2022","B2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Global Partners / Glp Fin 7%",0.45,"USA","GLOB PART/GLP FI","15/6/2023","B2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Meg Engy 144A 6.375%",0.45,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Crestwood Midstream Prtnrs 6.125%",0.43,"USA","CRSTWD PART/FIN","1/3/2022","B1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Bellatrix Explor 144A 8.5%",0.42,"CAN","BELLATRIX EXPL","15/5/2020","CCC2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Continental Resources 7.375%",0.41,"USA","CONTINENTAL RES","1/10/2020","BB2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Seven Generations Engy 144A 6.75%",0.39,"CAN","SEVEN GENS ENER","1/5/2023","B3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Genesis Engy Lp/ Genesis Fin 5.75%",0.32,"USA","GENESIS ENERGY","15/2/2021","B1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Oasis Pete Inc New 6.875%",0.31,"USA","OASIS PETROLEUM","15/3/2022","B2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Engy Transfer Equity L P 5.5%",0.29,"USA","ENERGY TRANS","1/6/2027","BB2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Wpx Engy 7.5%",0.29,"USA","WPX ENERGY INC","1/8/2020","B1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Summit Midstream Hldgs Llc / 7.5%",0.25,"USA","SUMMIT MID HLD /","1/7/2021","B2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Cgg Sa 6.875%",0.23,"FRA","CGG SA","15/1/2022","CCC1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Dcp Midstream 144A FRN",0.23,"USA","DCP MIDSTREAM","21/5/2023","B1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Ev Engy Partners L P 8%",0.23,"USA","EV ENERGY PT/FIN","15/4/2019","CCC3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Talos Prodtn Llc/Talos Prod F 144A 9.75%",0.22,"USA","TALOS PRODUCTION","15/2/2018","CCC1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Pacific Drilling V Ltd. 144A 7.25%",0.18,"VGB","PACIFIC DRILLING","1/12/2017","CCC1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Mcdermott Intl 144A 8%",0.16,"PAN","MCDERMOTT INTL","1/5/2021","B1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Sm Engy 5%",0.16,"USA","SM ENERGY CO","15/1/2024","B2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Chesapeake Engy 144A 8%",0.14,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Calfrac Hldgs 144A 7.5%",0.09,"CAN","CALFRAC HLDGS","1/12/2020","B3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Denbury Res 5.5%",0.09,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Chesapeake Oilfield Oper Llc / 6.625%",0.08,"USA","CHESAP OIL OP/FN","15/11/2019","CC"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Halcon Res 144A 12%",0.07,"USA","HALCON RESOURCES","15/2/2022","CCC1"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Sandridge Engy 144A 8.75%",0.07,"USA","SANDRIDGE ENERGY","1/6/2020","CCC3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Vanguard Nat Res Llc / Vnr Fin 7.875%",0.07,"USA","VANGUARD NAT RES","1/4/2020","CCC3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Atlas Engy Hldgs Op Co/ Fin 9.25%",0.05,"USA","ATLAS EN HLDS/FI","15/8/2021","CCC3"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Enquest 144A 7%",0.05,"GBR","ENQUEST PLC","15/4/2022","CCC2"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Penn Va 8.5%",0.04,"USA","PENN VIRGINIA CO","1/5/2020","CC"
"Nuveen High Income Bond A",7.65,321913167,"31/1/2016","Key Engy Svcs 6.75%",0.01,"USA","KEY ENERGY SERV","1/3/2021","CCC2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Engy Transfer Equity L P 5.875%",0.4,"USA","ENERGY TRANS","15/1/2024","BB2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Lbc Tank Terms Hldg Neth Bv 144A 6.875%",0.33,"NLD","LBC TANK TERMINA","15/5/2023","B3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Antero Res Fin 6%",0.31,"USA","ANTERO RESOURCES","1/12/2020","BB3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Tesoro Logistics Lp / 144A 6.25%",0.29,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Carrizo Oil & Gas 7.5%",0.26,"USA","CARRIZO OIL&GAS","15/9/2020","B2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Concho Res 5.5%",0.26,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Newfield Expl 5.625%",0.24,"USA","NEWFIELD EXPLOR","1/7/2024","BB1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Rice Engy 6.25%",0.24,"USA","RICE ENERGY INC","1/5/2022","B3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Oneok Inc New 7.5%",0.23,"USA","ONEOK INC","1/9/2023","BB1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Laredo Petro 6.25%",0.22,"USA","LAREDO PETROLEUM","15/3/2023","B3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","California Res 144A 8%",0.21,"USA","CALIFORNIA RESOU","15/12/2022","B3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Genesis Engy Lp/ Genesis Fin 5.75%",0.19,"USA","GENESIS ENERGY","15/2/2021","B1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Whiting Pete Corp New 5.75%",0.18,"USA","WHITING PETRO","15/3/2021","CCC1"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Ferrellgas L P / Ferrellgas 6.5%",0.16,"USA","FERRELLGAS LP","1/5/2021","B2"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Range Res 5%",0.16,"USA","RANGE RESOURCES","15/8/2022","BB3"
"Oppenheimer Global High Yield A",5.85,51032270,"31/12/2015","Endeavor Engy Resource/Fin 144A 7%",0.15,"USA","ENDEAVOR ENERGY","15/8/2021","CCC3"
